Reviews,Acting,Plot,Scene,Comedy,Touching,Preprocessed Reviews
"nếu ko quá soi vào vđề lịch sử thì fim cũng khá hay và ý nghĩa đó mn, có hài hước có bi thw. nếu ai đi xem chỉ muốn cảm nhận bộ fim thì neen đi nhé..",0,0,0,1,1,nếu không soi vào vđề lịch_sử phim khá hay ý_nghĩa đó mọi người hài_hước bi_thw nếu ai đi xem chỉ muốn cảm_nhận bộ phim nen đi
Phim hay...cảnh hoành tráng..diễn viên xuất sắc,1,0,1,0,0,phim hay cảnh hoành_tráng diễn_viên xuất_sắc
"Phim hay nha, chi tiết đến từng góc quay một, cảnh trong phim đẹp lắm mà nhiều cảnh còn hài nữa, coi phim mà chăm chú ko thèm bấm tới đt luôn í, đáng để mng ra rạp xem nha🥰",0,0,1,1,0,phim hay chi_tiết đến từng góc quay một cảnh trong phim đẹp nhiều cảnh hài nữa coi phim chăm_chú không thèm bấm tới điện_thoại í_đáng để mọi người ra rạp xem
"Phim cungz bình thường, cảnh quay đẹp nhưng trang phục ko phù hợp, cảnh vui cũng ít và cũng ko cảm động lắm, ý nghĩa phim thì coi xong ko đọng lại dc mấy.",0,0,1,1,1,phim cungz bình_thường cảnh quay đẹp nhưng trang_phục không phù_hợp cảnh vui ít không cảm_động ý_nghĩa phim coi xong ko_đọng được mấy
Phim hay và hài cười k ngớt mồm,0,0,0,1,0,phim hay hài_cười k_ngớt mồm
"Phim vui hài nhưng ko lố, cảnh đẹp bé HK & TT diễn cực đỉnh xem 2 lần vẫn còn muốn xem lại, khi BD bị gục ai cũng vỗ tay. Thông điệp TT là muốn mọi người có cái nhìn tốt đẹp hơn về người Hoa di cư thôi mọi người hoan hỉ ❤️🙏",1,0,1,0,0,phim vui_hài nhưng không lố_cảnh đẹp bé hk t diễn_cực đỉnh xem 2 lần muốn xem_lại khi bd gục ai vỗ_tay thông_điệp t muốn mọi người cái nhìn tốt_đẹp hơn người hoa di_cư thôi mọi người hoan_hỉ
"Nếu k bàn chuyện xuyên tạc, anti TT….
Thì cốt truyện phim này xem khá vui, hài hước,
Cá nhân mình thấy hay nhé",0,1,0,1,0,nếu không bàn chuyện xuyên_tạc anti t cốt truyện phim xem khá vui hài_hước cá_nhân thấy hay
"Mình thích những cảnh đẹp của vùng quê miền tây rất gần gũi thân thương, phim có yếu tố hài hước và cảm động. Nhiều người xem không phải để giải trí mà xem để soi mói và chê, người ta làm phim rất cực khổ nên xem phim để giải trí, riêng mình thấy rất thích bộ",0,0,1,1,1,thích những cảnh đẹp vùng quê miền tây rất gần_gũi thân_thương phim yếu_tố hài_hước cảm_động nhiều người xem không phải để giải_trí xem để soi_mói chê người ta làm phim rất cực_khổ xem phim để giải_trí riêng thấy rất thích bộ
"Phim giải trí hay, cảnh quay đẹp, diễn viên diễn tơt nhất là vai An.
Mình đi coi phim để giải trí, để ủng hộ nền điển ảnh nước nhà, nên mình thấy đây là 1 bộ phim tốt .
Có mấy bạn nếu đi coi phim mà áp lực quá à",1,0,1,0,0,phim giải_trí hay cảnh quay đẹp diễn_viên diễn_tơt nhất vai_an đi coi phim để giải_trí để ủng_hộ nền điển_ảnh nước_nhà thấy đây 1 bộ phim tốt mấy bạn nếu đi coi phim áp_lực
"Hình ảnh đẹp, nội dung giải trí chứ không sâu sắc cũng không có tính nhân văn cao. Xem vui vẻ.",0,1,1,0,0,hình_ảnh đẹp nội_dung giải_trí chứ không sâu_sắc không tính nhân_văn cao xem vui_vẻ
"Hay nha.
Xem phim là để cảm nhận nội dung, ý nghĩa của phim chứ không phải soi từng chi tiết của phim.
Nếu bạn phim nào cũng soi vậy bạn nên nghỉ xem phim cho rồi.
Mấy bạn nghĩ xem những ghi chép chắc chắn đúng 100% không. Có truyện tranh sẵn mà làm phim còn",0,0,0,0,0,hay xem phim để cảm_nhận nội_dung ý_nghĩa phim chứ không phải soi từng chi_tiết phim nếu bạn phim nào soi vậy bạn nghỉ xem phim cho_rồi mấy bạn nghĩ xem những ghi_chép chắc_chắn đúng 100 không truyện tranh sẵn làm phim
Chưa phải hoàn hảo nhưng phim xứng đáng được đánh giá tốt,0,0,0,0,0,chưa phải hoàn_hảo nhưng phim xứng_đáng được đánh_giá tốt
"Xét riêng mặt giải trí thì phim hay mãn nhãn, đáng xem",0,0,0,0,0,xét riêng mặt giải_trí phim hay mãn nhãn đáng xem
Để gọi là giải trí là tạm ổn nhưng nó là 1 phim lịch sử ..nội dung ko chính xác chưa truyền tải được thông điệp yêu nước ..cũng chưa có nhìu đời sống của người dân miền tây,0,1,0,0,0,để gọi_là giải_trí tạm ổn nhưng nó 1 phim lịch_sử nội_dung không chính_xác chưa truyền_tải được thông_điệp yêu nước chưa nhìu đời_sống người_dân miền tây
Chưa hiểu về các bang hội lắm !! Nhưng mình là người con Miền Tây nên nhìn cảnh và phong cách phim thì khá là thích,0,0,1,0,0,chưa hiểu các bang_hội nhưng người con miền tây nhìn_cảnh phong_cách phim khá thích
Xem giải trí thì ok. Ko quá xuất sắc. Nói chung những ai ko đề cao những thứ chuyên sâu thì xem cũng đc. Còn ko thì bỏ,0,0,0,0,0,xem giải_trí ok không xuất_sắc nói_chung những_ai không đề_cao những thứ chuyên_sâu xem được không bỏ
"Cảnh phim ng đóng đều hay
Mấy nhỏ nào hay chê thì tự đóng mà coi nha 
Thấy mấy cha mấy má hay chê quá 😏",0,0,0,0,0,cảnh phim người đóng đều hay mấy nhỏ nào hay chê tự đóng coi_nha thấy mấy cha mấy má hay chê
"Mình thấy phim rất hay luôn nha, mọi người nên đi xem",0,0,0,0,0,thấy phim rất hay mọi người đi xem
"Phim rất hay, đừng vì những anh hùng bàn phím mà đánh giá phim thế này thế kia, riêng bản thân tôi cảm nhận đc phim đáng để xem, từ tình tiết ngoại cảnh cách dàn dựng phim rất rất tuyệt với ❤️",0,1,1,0,0,phim rất hay đừng những anh_hùng bàn_phím đánh_giá phim thế_này thế kia riêng bản_thân tôi cảm_nhận được phim đáng để xem từ tình_tiết ngoại_cảnh cách dàn_dựng phim rất rất tuyệt
"Dv đóng hay. Út Lục Lâm hay nhất phim. Một số chi tiết rất cảm động. Ông Tây đóng ổn phết chứ ko lèo khèo vớ vẩn như mấy phim VN thường thấy.

Mà điều mình bực bội nhất trong phim là các chi tiết về lòng yêu nước lại đặt dưới sự hư cấu của các tổ chức Trung",1,0,0,0,1,dịch_vụ đóng hay t lục_lâm hay nhất phim một_số chi_tiết rất cảm_động ng_tây đóng ổn_phết chứ không lèo khèo vớ_vẩn mấy phim việt_nam thường thấy điều bực_bội nhất trong phim các chi_tiết lòng yêu nước đặt dưới sự hư_cấu các tổ_chức trung
Phim ntnt mà chê thì mấy cha mấy má mở phim sét lên mà xem,0,0,0,0,0,phim ntnt chê mấy cha mấy má mở phim sét xem
Bản cũ thì nói về An còn bản này thì nói về TĐH :) xem như mất vài tiếng vô ích,0,1,0,0,0,bản cũ nói an bản nói tđh xem mất vài tiếng vô_ích
"Quên đi bản cũ thì phim này tuyệt vời, dàn diễn viên diễn tốt.",1,0,0,0,0,quên đi bản cũ phim tuyệt_vời dàn diễn_viên diễn tốt
"Phim nếu về ý lịch sử thì hong đúng ấy nhưng về mặc cái kết thì rất đáng và hay, vì ai từng coi bản truyền hình sẽ cảm thấy nuối tiếc khi cha và an chưa kịp gặp đã xa thì ở đây đã bù đấp lại. Bối cảnh màu phim nhân vật điều rất đẹp và hay. Nên đi coi, mà đã đi",0,1,1,0,0,phim nếu ý lịch_sử hong đúng ấy nhưng mặc cái kết rất đáng hay ai từng coi_bản truyền_hình cảm_thấy nuối_tiếc khi cha an chưa kịp gặp xa ở đây bù đấp bối_cảnh màu phim nhân_vật điều rất đẹp hay đi coi đi
"Bộ phim rất hay , rất cảm động , hơi có chút kinh dị , gây giật mình , nhưng tình tiết bộ phim rất hay , nhân vật tấm rất xinh gái , nhân vật cám thì dễ thương , 2 nhân vật múa rất đẹp , ngoài ra phim tình tiết kinh dị khá là ghê ở đoạn cám ra tay giết cả làng , e sợ nhất đoạn đó , nói chung là phom hay lắm mọi người nên đi xem ạ",0,1,0,0,1,bộ phim rất hay rất cảm_động hơi chút kinh_dị gây giật_mình nhưng tình_tiết bộ phim rất hay nhân_vật tấm rất xinh_gái nhân_vật cám dễ_thương 2 nhân_vật múa rất đẹp ngoài_ra phim tình_tiết kinh_dị khá ghê ở đoạn cám ra_tay giết cả làng e_sợ nhất đoạn đó nói_chung phom hay mọi người đi xem
"Phim lan man. góc quay siêu xấu luôn ấy, nhìn cứ như phim chiếu trên mạng hay utube coi chơi chơi:)). 
-nhân vật đẹp diễn siêu hay nhưng những cảnh quay đáng lẽ nên ngắn thì lại kéo cho dài 
-chuyển cảnh ầm ầm 
-sấm chớp thì lại màu vàng như đánh đèn, 
-ghép cảnh thả đèn hoa đăng bay lên trời tưởng đâu kĩ xảo tây du kí 1986 
- phần kết gây khó chịu tới mức full ghế ngồi mà ai cũng bảo xàm ( đáng lẽ cắt mấy cảnh lơ tơ mơ để bù vào cảnh cuối cho thái tử giết bà nội kia thì còn vớt được 4/10) 
Nói chung là đọc Tấm Cám dị bản có khi còn hay hơn bỏ tiền ra đi coi rạp, vừa đau đít vừa buồn ngủ Điểm nhấn mong đợi duy nhất là cảnh tấm cho dì ghẻ ăn mắm, mà cái thoại ko phải con quạ nói mà là con chim vàng anh nói. nói cái câu gì nghe sượng ngắc à, không hay như câu trong dị bản đâu.",1,1,1,0,0,phim lan_man góc quay siêu xấu ấy nhìn cứ phim_chiếu trên mạng hay utube coi chơi chơi nhân_vật đẹp diễn_siêu hay nhưng những cảnh quay đáng_lẽ ngắn kéo dài chuyển_cảnh ầm_ầm sấm_chớp màu vàng đánh đèn ghép cảnh thả đèn hoa đăng_bay trời tưởng đâu kĩ_xảo tây du_kí 1986 phần kết gây khó_chịu tới mức ful ghế_ngồi ai bảo_xàm đáng_lẽ cắt mấy cảnh lơ_tơ_mơ để bù vào cảnh cuối thái_tử giết bà nội_kia vớt được 4 10 nói_chung đọc tấm cám dị_bản có_khi hay hơn bỏ tiền ra đi coi_rạp vừa đau_đít vừa buồn ngủ điểm nhấn mong_đợi duy_nhất cảnh tấm dì ghẻ ăn_mắm cái_thoại không phải con quạ nói con chim vàng anh nói nói cái câu nghe sượng ngắc không hay câu trong dị_bản đâu
Phim khá hay ấy chứ cung đc nma kết chưa đủ đô thuii. Đáng trải nghiệm,0,1,0,0,0,phim khá hay ấy chứ cung_đc nma_kết chưa đủ đô_thui đáng trải_nghiệm
"Phim rất là hay , còn gay cấn",0,1,0,0,0,phim rất hay gay_cấn
"phim hay, đặc sắc, diễn viên rất có tâm với phim, có sự đầu tư nhưng kết phim khong hay cho lắm",1,1,1,0,0,phim hay đặc_sắc diễn_viên rất tâm phim sự đầu_tư nhưng kết phim khong hay
"phim hay nhưng nhạc đoạn hù hơi to 
kết phim khó hiểu nhưng bù lại phim hay 
mong phim có phần 2 cày tiếp 
nói chung phim việt đáng xem ghê ý 
đoạn cuối có hậu thì sẽ hay hơn",0,1,0,0,0,phim hay nhưng nhạc đoạn hù hơi to_kết phim khó hiểu nhưng bù phim hay mong phim phần 2 cày tiếp nói_chung phim việt đáng xem ghê_ý đoạn cuối có_hậu hay hơn
"Nhìn chung phim khá hay so với feedback chung, k chán k nhàm bất kỳ đoạn nào, cái kết cũng rất hiện thực nên k hợp không có gì để chê. So với những phim khác thì t đánh giá khá cao phim này luôn ấy. Xin phép được highly rcm đi xem ạ",0,1,0,0,0,nhìn_chung phim khá hay so fedback chung không chán k_nhàm bất_kỳ đoạn nào cái kết rất hiện_thực k_hợp không để chê so những phim khác t đánh_giá khá cao_phim ấy xin phép được highly rcm đi xem
Phim hay nha. Hấp dẫn lắm lần đầu phim Việt Nam lại hay,0,0,0,0,0,phim hay hấp_dẫn lần đầu phim việt_nam hay
"Chưa bao giờ xem phim nào mà thấy tệ và phí tiền như vậy. Phim chả thấy nội dung gì hay, toàn thấy doạ.",0,1,0,0,0,chưa bao_giờ xem phim nào thấy tệ phí tiền như_vậy phim chả thấy nội_dung hay toàn thấy dọa
"Mình thấy nhiều bạn đánh giá phim ko hay nhưng mình vẫn đi coi xem thế nào.
Phim hay mà mấy bạn ơi, sao mấy bạn chê vậy ? 
Lần đầu xem phim kinh dị việt nam mà mình đánh giá cao như vậy 😽
Nội dung đầy đủ, diễn viên ai diễn củng hay hết, mê Cám diễn nhất luôn, chỉ mỗi thái tử thì hơi đơ thôi.
Kinh dị, máu me nhìn đã lắm, muốn ám ảnh 😝 ( nhạc hơi to )
Cái kết thì củng tạm đc. Nếu có thêm cảnh giết quỷ nữa là toẹt vời.
Các bạn đi xem thử đi, không uổng phí tiền đâu, thiệt.",1,1,1,0,0,thấy nhiều bạn đánh_giá phim không hay nhưng đi coi xem thế_nào phim hay mấy bạn sao mấy bạn chê vậy lần đầu xem phim kinh_dị việt_nam đánh_giá cao như_vậy nội_dung đầy_đủ diễn_viên ai diễn củng_hay hết mê cám_diễn nhất chỉ mỗi thái_tử hơi đơ thôi kinh_dị máu_me nhìn muốn ám_ảnh nhạc_hơi to cái kết củng_tạm được nếu thêm cảnh giết_quỷ nữa toẹt_vời các bạn đi xem thử đi không uổng_phí tiền đâu thiệt
"Để mà nói đến kịch bản thì đương nhiên sẽ không chê vì đây là bản kinh dị, khác xa cốt chuyện
Nhưng vấn đề là nó kiểu dở thì k dở, hay cũng k ra hay, nó kiểu gì khó giải thích lắm. Thằng Bờm diễn nhưng cái giọng nghe nó hài, nó kiểu bình thường không cao trào được ấy??
Cái phi lý là con thì nói giọng Nam, bố nói giọng Bắc. Thêm nữa hỏi chấm nhất mà cả rạp cũng hỏi chấm như mình là Hái Cau vào buổi tối??????",1,1,0,0,0,để nói đến kịch_bản đương_nhiên không chê đây bản kinh_dị khác xa_cốt chuyện nhưng vấn_đề nó dở k_dở hay không ra hay nó khó giải_thích thằng bờm_diễn nhưng cái giọng nghe nó hài nó bình_thường không cao_trào được ấy cái phi_lý con nói giọng nam_bố nói giọng bắc thêm nữa hỏi chấm nhất cả rạp hỏi chấm hái_cau vào buổi tối
"Phim vừa vặn đối với mình cảm thấy hay ạ , cho thấy trang phục phần âm nhạc tuyệt vời 10 điểm không có nhưng luôn ạ , Hình ảnh kinh dị , có vài pha hù dọa nhưng không thể khiến một người gan dạ như mình giật mình được.",0,0,1,0,0,phim vừa_vặn đối_với cảm_thấy hay thấy trang_phục phần âm_nhạc tuyệt_vời 10 điểm không nhưng hình_ảnh kinh_dị vài pha hù_dọa nhưng không_thể khiến một người gan_dạ giật_mình được
Thấy nhiều người chê. Nhưng với tôi đã gọi là dị bản thì phải khác so với bản gốc nhiều rồi. Nên mọi người đừng mang ra so sách. Hãy tập trung xem nội dung phim thôi. Đối với tôi như vậy cũng đã ổn rồi. Khắc hoạ rỏ ràng sự bất công của xã hội phong kiến ngày xưa,0,1,0,0,0,thấy nhiều người chê nhưng tôi gọi_là dị_bản phải khác so bản_gốc nhiều mọi người đừng mang ra so sách hãy tập_trung xem nội_dung phim thôi đối_với tôi như_vậy ổn khắc họa rỏ ràng_sự bất_công xã_hội phong_kiến ngày_xưa
"Thất vọng rất nhiều về phim
Mình xem trailer và đánh giá phim khá cao nên đặt vé trước khi phim chiếu chính thức. 
Các điểm thất vọng nhất: 
1. Kết thúc đầu voi đuôi chuột: mình cứ tưởng sẽ có 1 cuộc chiến gay cấn để Tấm lấy lại thân xác nhưng đến khúc kết phim thì đạo diễn lại lựa chọn chiếu 1 đoạn tự sự ngắn tầm 2p để miêu tả diễn biến. 
2. Còn sạn rất nhiều trong cốt truyện: 
Sạn lớn nhất mà mình thấy là những tình tiết như vòng cổ, chim vàng anh. Mình chưa thấy được thông điệp rõ rệt qua diễn biến 2 nhân vật Tấm Cám. 
3. Nhân vật lồng tiếng: 
Việc lồng tiếng nhân vật Bờm gây cảm giác khá là khó chịu trong quá trình đối thoại giữa các nhân vật. 
Về ưu điểm lớn nhất mình nghĩ chắc là 2 diễn viên chính không quá đơ, thay đổi biểu cảm khi Bạch Lão nhập khá ổn.",1,1,0,0,0,thất_vọng rất nhiều phim xem trailer đánh_giá phim khá cao đặt vé trước khi phim_chiếu chính_thức các điểm thất_vọng nhất 1 kết_thúc đầu voi đuôi chuột cứ tưởng 1 cuộc_chiến gay_cấn để tấm lấy thân_xác nhưng đến khúc kết_phim đạo_diễn lựa_chọn chiếu 1 đoạn tự sự ngắn_tầm 2 p để miêu_tả diễn_biến 2 sạn rất nhiều trong cốt truyện_sạn lớn nhất thấy những tình_tiết vòng cổ chim vàng anh chưa thấy được thông_điệp rõ_rệt qua diễn_biến 2 nhân_vật tấm cám 3 nhân_vật lồng_tiếng việc lồng_tiếng nhân_vật bờm gây cảm_giác khá khó_chịu trong quá_trình đối_thoại giữa các nhân_vật ưu_điểm lớn nhất nghĩ chắc 2 diễn_viên chính không đơ thay_đổi biểu_cảm khi bạch_lão nhập khá ổn
"Nhạc phim hay, bối cảnh đẹp, trang phục phù hợp, diễn viên ok, thích nhất nhân vật Cám, nội dung phim vừa cũ vừa mới, tuy có vài chi tiết hơi khó thuyết phục nhưng tổng thể ổn.",1,0,1,0,0,nhạc phim hay bối_cảnh đẹp trang_phục phù_hợp diễn_viên ok_thích nhất nhân_vật cám nội_dung phim vừa cũ vừa_mới tuy vài chi_tiết hơi khó thuyết_phục nhưng tổng_thể ổn
"Vừa coi tối qua lun, mình ko dám coi spoil trước vì muốn có một trải nghiệm toàn vẹn khi coi nhưng phim đã làm mình rất thất vọng. Từ cảnh quay đến câu thoại. Nó rất là rời rạc.
Phim thì lan man. Lan man ngay từ mở đầu luôn ấy, thật sự không có một chút gọi là liên kết mạch truyện, cảm giác như là được nhét vào cho đủ thôi ấy. Logic phim rất cấn nha, rủ tắm với hái cau lúc trời sáng như làm là trời tối hù :))) ụa là sao nữa. Rồi ý nghĩ và cách cài cắm của các câu ca dao cũm chưa tới :) nó rất kỳ lun á :))) 
Phim thiếu chiều sâu, thoại chưa tới, cảnh hù nhạt dã man. 
Theo cảm nhận của mình là không đáng để coi. Mình dựa trên cảm nhận của mình chứ không ai nhờ mình dì hết nha",0,1,1,0,0,vừa coi tối_qua lun không dám coi spoil trước muốn một trải_nghiệm toàn_vẹn khi coi nhưng phim làm rất thất_vọng từ cảnh quay đến câu_thoại nó rất rời_rạc phim lan_man lan_man ngay từ mở_đầu ấy thật_sự không một_chút gọi_là liên_kết mạch truyện cảm_giác như_là được nhét vào đủ thôi ấy logic phim rất cấn_nha rủ_tắm hái_cau lúc trời sáng làm trời tối hù_ụa sao nữa ý_nghĩ cách cài_cắm các câu ca_dao chưa tới nó rất kỳ_lun á_phim thiếu chiều sâu_thoại chưa tới cảnh hù_nhạt dã_man theo cảm_nhận không đáng để coi dựa trên cảm_nhận chứ không ai nhờ dì hết
"Ý là á cũng ok mà, khúc cuối gấp thôi",0,0,0,0,0,ok khúc cuối gấp thôi
"Cá nhân thì thấy kh dở như mng nói ! Diễn viên đóng đạt, kỹ sảo hình ảnh tốt",1,0,1,0,0,cá_nhân thấy kh_dở mọi người nói diễn_viên đóng đạt kỹ_sảo hình_ảnh tốt
"Phim hay , diễn biến hồi hộp gay cấn . Mình thấy phim đã làm tốt",0,1,0,0,0,phim hay diễn_biến hồi_hộp gay_cấn thấy phim làm tốt
"Phim hay lắm các bạn nên đi coi nha, siêu phẩm của việt nam, nên dẫn theo bạn bè và gia đình cùng coi để mở mang khám phá nền điện ảnh nước nhà",0,0,0,0,0,phim hay các bạn đi coi_nha siêu_phẩm việt_nam dẫn theo bạn_bè gia_đình cùng coi để mở_mang khám_phá nền điện_ảnh nước_nhà
"Phim đúng hay, hình ảnh đẹp, nội dung cuốn, kh hiểu sao có ng chê đc luônnnn. Mng nên ra rạp để xem. Cảm thấy ủng hộ nền điện ảnh Vn cho lần này khá tốt",0,1,1,0,0,phim đúng hay hình_ảnh đẹp nội_dung cuốn không hiểu sao người chê được mọi người ra rạp để xem cảm_thấy ủng_hộ nền điện_ảnh việt_nam lần khá tốt
"Nhận xét 2 chữ thì sẽ là XỨNG ĐÁNG ! 
Riêng t sẽ thấy tuy cái kết rất lãng nhưng màu phim đẹp cảnh quay đẹp cùng diễn xuất đỉnh của Lâm Thanh Mỹ thì thời gian và tiền vé bỏ ra là rất xứng đáng.",1,1,1,0,0,nhận_xét 2 chữ xứng đ người riêng t thấy tuy cái kết rất lãng nhưng màu phim đẹp_cảnh quay đẹp cùng diễn xuất_đỉnh lâm_thanh_mỹ thời_gian tiền vé bỏ ra rất xứng_đáng
"toa nói thật chứ suốt 120p xem vẫn đang ko hiểu xem cái gì, cốt truyện thì tụt ngủn , làm cảnh máu me thì nhiều thật sự cảm thấy quá tốn tiền của đi xem và điểm sáng duy nhất của phim chắc là diễn viên tấm, trời mê chị này mà kết như l vậy",1,1,1,0,0,toa nói thật chứ suốt 120 p xem đang không hiểu xem cái cốt_truyện tụt_ngủn làm cảnh máu_me nhiều thật_sự cảm_thấy tốn tiền đi xem điểm sáng duy_nhất phim chắc diễn_viên tấm trời mê chị kết l vậy
"Theo cảm nhận của mình thì phim cũng có những đoạn rùng rợn, xem xong chỉ sợ ám ảnh vì có mấy chi tiết máu me với buồn nôn quá. Thấy nhiều người chê phim nhưng mình đánh giá phim này cũng được khoảng 8đ đối với mình rồi. Mặc dù cái kết hơi lãng xẹt vì bằng hình vẽ. Nhưng cũng đáng trải nghiệm. Mình thấy không tệ tới nỗi như mọi người nói🥹nên thử he",1,0,1,0,0,theo cảm_nhận phim những đoạn rùng_rợn xem xong chỉ sợ ám_ảnh mấy chi_tiết máu_me buồn_nôn thấy nhiều người chê_phim nhưng đánh_giá phim được khoảng 8 đ đối_với mặc_dù cái kết_hơi lãng_xẹt bằng hình_vẽ nhưng đáng trải_nghiệm thấy không tệ tới nỗi mọi người nói thử he
Mọi người cứ nói là phim ko hay vì do nghe đồn nên tâm lí ko muốn xem thôi:)) chứ mình công nhận nó cùng phải được 7 hoặc 8 điểm ko đến nỗi là tệ. Nên mang tâm lí thoải mái và hãy xem thử đi mng hay mà:)),0,1,0,0,0,mọi người cứ nói phim không hay do nghe đồn tâm_lí_ko muốn xem thôi chứ công_nhận nó cùng phải được 7 hoặc 8 điểm không đến_nỗi tệ mang tâm_lí thoải_mái hãy xem thử đi mọi người hay
Thấy coi cũng đc coi giải trí thoi,0,0,0,0,0,thấy coi được coi giải_trí thoi
phim hay mà thấy mn chê nhiều….có thay đổi về nội dung truyện tấm cám…mn nên xem nha,0,1,0,0,0,phim hay thấy mn_chê nhiều thay_đổi nội_dung truyện tấm cám mọi người xem
"Lúc đầu thấy mn đánh giá kém về phim cũng phân vân, nhưng mà cuối cùng vẫn đi xem
Mình thấy phim cũng hay đâu đến nỗi tệ như mn nói đâu ta ,diễn viên diễn đỉnh lắm, nhất là c đóng vai cám 
Đáng xem nha mn",1,0,0,0,0,lúc đầu thấy mọi người đánh_giá kém phim phân_vân nhưng_mà cuối_cùng đi xem thấy phim hay đâu đến_nỗi tệ mọi người nói đâu ta diễn_viên diễn_đỉnh nhất chị đóng vai cám đáng xem mọi người
8/10 khá hay nha mn ^°^,0,0,0,0,0,8 10 khá hay mọi người
"Phải nói sao khi trang phục và không gian tui đã rất ưng nhưng cái quan trọng nhất của một bộ phim là nội dung lại đối nghịch. Nó giống như từng đoạn chắp lại không có sự liền mạch. Cảnh phim không có nhiều điểm nhấn. Tôi khá thích nhạc và các cảnh múa của Cám và Tấm, thay vì ma mị thì nó dịu. Ừ, dịu dàng chứ chẳng thấy đáng sợ",1,0,1,0,0,phải nói sao khi trang_phục không_gian tui rất ưng nhưng cái quan_trọng nhất một bộ phim nội_dung đối_nghịch nó giống từng đoạn chắp không sự liền_mạch cảnh phim không nhiều điểm nhấn tôi khá thích_nhạc các cảnh_múa cám tấm thay_vì ma_mị nó dịu ừ dịu_dàng chứ chẳng thấy đáng sợ
"Phim hay nha, hơi đâu nghe mấy thằng trên tiktok xàm đách.",0,0,0,0,0,phim hay nha_hơi đâu nghe mấy thằng trên tiktok xàm đách
"hay tợt dời, bạn tôi xem cứ nhìn tôi mãi",0,0,0,0,0,hay tợt dời bạn tôi xem cứ nhìn tôi mãi
"phim hay , có phần kinh dị cũng okii, mọi người nên đi thử bảo đảm ko thất vọng",0,0,0,0,0,phim hay phần kinh_dị ok mọi người đi thử bảo_đảm không thất_vọng
"Bộ phim việt nam rất kịch tính, giống phim thái tôi từng xem trước đây, nội dung bộ phim khác với sự tích tấm cám trẻ thơ được xem, bộ phim này có vài tình huống lôi cuốn người xem, người đam mê phim về kinh dị hoặc ma quái thì bộ phim này rất hợp lý, chúc đạo diễn ra nhiều bộ hay hơn nữa",0,1,0,0,0,bộ phim việt_nam rất kịch_tính giống phim_thái tôi từng xem trước_đây nội_dung bộ phim khác sự_tích tấm cám trẻ_thơ được xem bộ phim vài tình_huống lôi_cuốn người xem người đam_mê phim kinh_dị hoặc ma_quái bộ phim rất hợp_lý chúc_đạo diễn ra nhiều bộ hay hơn_nữa
